sample_id,view,true_id,true_gloss,pred_top1,pred_top1_id,top1_prob,top2,top3,top4,top5,top1_correct,top5_correct,llm_keywords,llm_sentence,llm_reliable,is_fallback,conf_band
P09_4249_left,left,4249,饿,腹,5858,0.4497,舒服,饿,鱼,矮,False,True,腹 舒服 饿,我的肚子不太舒服，而且有點餓。,True,False,high
P09_4270_left,left,4270,肉,和,5478,0.1592,朋友,大寒,苹果,家,False,False,和 朋友 大寒,信心度不足 — 關鍵詞：和 朋友 大寒,False,False,low
P09_4349_left,left,4349,对,苹果,514,0.1489,对,朋友,大寒,累,False,True,苹果 对 朋友,信心度不足 — 關鍵詞：苹果 对 朋友,False,True,low
P09_4462_left,left,4462,学习1-1,医生,2102,0.2521,忘记,学习1-1,土耳其,容易,False,True,医生 忘记 学习1-1,醫生忘記了要學習。,True,False,high
P09_4466_left,left,4466,昨天,母亲,2832,0.1502,紫,昨天,爷爷,伯父,False,True,母亲 紫 昨天,信心度不足 — 關鍵詞：母亲 紫 昨天,False,False,low
P09_4485_left,left,4485,白,矮,2407,0.114,4,6,3,2,False,False,矮 4 6,信心度不足 — 關鍵詞：矮 4 6,False,True,low
P09_4486_left,left,4486,小孩儿,舒服,2648,0.224,慢1-1,失败1-1,也,他,False,False,舒服 慢1-1 失败1-1,信心度不足 — 關鍵詞：舒服 慢1-1 失败1-1,False,False,low
P09_4525_left,left,4525,怎样,同学1-1,1104,0.1319,回家1-1,食堂,怎样,豆腐1-1,False,True,同学1-1 回家1-1 食堂,信心度不足 — 關鍵詞：同学1-1 回家1-1 食堂,False,True,low
P09_4542_left,left,4542,明天,牛奶,968,0.3295,黑,谁,热1-2,忘记,False,False,牛奶 黑 谁,是誰把牛奶弄黑了？,True,False,high
P09_4691_left,left,4691,听,黑,4027,0.3965,听,问,热1-2,小孩儿,False,True,黑 听 问,他剛才聽到後便開口詢問。,True,False,high
P09_4870_left,left,4870,做,做,4870,0.5303,在,坐,紧张,作业,True,True,做 在 坐,他正在做著，然後坐了下來。,True,False,high
P09_4871_left,left,4871,美,腻2-2,5253,0.0731,谁,奶奶,爷爷,美,False,True,腻2-2 谁 奶奶,信心度不足 — 關鍵詞：腻2-2 谁 奶奶,False,True,low
P09_4878_left,left,4878,干净,新1-1,289,0.4375,写字,紧张,干净,玩1-1,False,True,新1-1 写字 紧张,第一次寫字時，我感到很緊張。,True,False,high
P09_4904_left,left,4904,公司,公司,4904,0.668,公园,讲课1-1,忧愁,努力,True,True,公司 公园 讲课1-1,公司在公園裡進行了一場講座。,True,False,high
P09_4910_left,left,4910,有,需要1-1,5610,0.3854,鱼,散步,小,小孩儿,False,False,需要1-1 鱼 散步,我需要一條魚去散步。,True,False,high
P09_4944_left,left,4944,眼镜,眼镜,4944,0.2776,书包,大雨,葡萄,怎样,True,True,眼镜 书包 大雨,眼鏡和書包都被大雨淋濕了。,True,False,high
P09_4967_left,left,4967,所以1-1,衣服,2835,0.23,我们,你们,恐怕,努力,False,False,衣服 我们 你们,信心度不足 — 關鍵詞：衣服 我们 你们,False,False,low
P09_4979_left,left,4979,弟弟,等,3735,0.2683,如果,鸡,妹妹,弟弟,False,True,等 如果 鸡,如果等到雞的話。,True,False,high
P09_5008_left,left,5008,朋友,苹果,514,0.3747,高兴,肉,桌子,朋友,False,True,苹果 高兴 肉,吃蘋果和吃肉都讓人很高興。,True,False,high
P09_5022_left,left,5022,用,用,5022,0.6372,卖,累,工作1-1,银行,True,True,用 卖 累,用賣東西來維持生計真的很累。,True,False,high
P09_5086_left,left,5086,也,也,5086,0.2354,走,散步,小孩儿,小,True,True,也 走 散步,信心度不足 — 關鍵詞：也 走 散步,False,False,low
P09_5094_left,left,5094,帮助,桌子,2346,0.1983,苹果,高兴,大,朋友,False,False,桌子 苹果 高兴,信心度不足 — 關鍵詞：桌子 苹果 高兴,False,False,low
P09_5253_left,left,5253,腻2-2,谁,5637,0.1819,奶奶,牢记,爷爷,哥哥,False,False,谁 奶奶 牢记,信心度不足 — 關鍵詞：谁 奶奶 牢记,False,False,low
P09_5311_left,left,5311,对不起1-2,对不起1-2,5311,0.3889,玩1-1,紧张,答案,鸡蛋,True,True,对不起1-2 玩1-1 紧张,對不起，我剛才玩的時候太緊張了。,True,False,high
P09_5316_left,left,5316,玩1-1,玩1-1,5316,0.4897,对不起1-2,干净,公园,喂,True,True,玩1-1 对不起1-2 干净,我玩的時候不小心弄髒了，真是對不起，我會把它弄乾淨的。,True,False,high
P09_5340_left,left,5340,脏,什么,109,0.1395,可以,水1-1,红,听,False,False,什么 可以 水1-1,信心度不足 — 關鍵詞：什么 可以 水1-1,False,True,low
P09_5353_left,left,5353,咖啡,足球,6532,0.3097,对,咖啡,朋友,苹果,False,True,足球 对 咖啡,足球與咖啡相對。,True,False,high
P09_5466_left,left,5466,图书馆,图书馆,5466,0.6372,开朗,大寒,开始,苹果,True,True,图书馆 开朗 大寒,圖書館裡氣氛開朗，驅散了大寒時節的寒意。,True,False,high
P09_5471_left,left,5471,小,鱼,300,0.4635,需要1-1,少,去,没有1-1,False,False,鱼 需要1-1 少,魚的需求量減少了。,True,False,high
P09_5478_left,left,5478,和,面包,2985,0.2911,和,家,椅子,脚1-1,False,True,面包 和 家,麵包和家都在這裡。,True,False,high
P09_5504_left,left,5504,1,10,1658,0.0903,1,可以,是,7,False,True,10 1 可以,信心度不足 — 關鍵詞：10 1 可以,False,True,low
P09_5513_left,left,5513,5,他,6450,0.2688,舒服,慢1-1,文静,渴,False,False,他 舒服 慢1-1,他現在感覺很舒服，所以動作也跟著慢了下來。,True,False,high
P09_5575_left,left,5575,8,什么,109,0.3234,衣服,可以,英俊,没事,False,False,什么 衣服 可以,什麼樣的衣服才可以呢？,True,False,high
P09_5599_left,left,5599,大家,大家,5599,0.7286,给,去,我们,他们,True,True,大家 给 去,大家都給出去了。,True,False,high
P09_5610_left,left,5610,需要1-1,需要1-1,5610,0.1068,没有1-1,快,因为1-1,为什么,True,True,需要1-1 没有1-1 快,信心度不足 — 關鍵詞：需要1-1 没有1-1 快,False,True,low
P09_5637_left,left,5637,谁,腻2-2,5253,0.3005,谁,牛奶,牢记,奶奶,False,True,腻2-2 谁 牛奶,那瓶牛奶究竟是誰喝膩了呢？,True,False,high
P09_5651_left,left,5651,作业,作业,5651,0.7292,做,紧张,银行,写字,True,True,作业 做 紧张,做作業讓我感到緊張。,True,False,high
P09_5698_left,left,5698,开朗,开朗,5698,0.2042,大寒,大雪,椅子,家,True,True,开朗 大寒 大雪,信心度不足 — 關鍵詞：开朗 大寒 大雪,False,False,low
P09_5716_left,left,5716,高兴,桌子,2346,0.2631,高兴,大寒,担心,苹果,False,True,桌子 高兴 大寒,大寒這天，桌子顯得格外高興。,True,False,high
P09_5726_left,left,5726,家,家,5726,0.1401,椅子,面包,肉,学生,True,True,家 椅子 面包,信心度不足 — 關鍵詞：家 椅子 面包,False,True,low
P09_5736_left,left,5736,紫,爷爷,6264,0.3849,红,水1-1,喜欢,黄1-1,False,False,爷爷 红 水1-1,爺爺把水染紅了。,True,False,high
P09_5753_left,left,5753,椅子,家,5726,0.2542,椅子,面包,学校,怎样,False,True,家 椅子 面包,家裡的椅子上放著麵包。,True,False,high
P09_5780_left,left,5780,因为1-1,是,198,0.1307,因为1-1,但是1-1,好,下课,False,True,是 因为1-1 但是1-1,信心度不足 — 關鍵詞：是 因为1-1 但是1-1,False,True,low
P09_5781_left,left,5781,高,高,5781,0.3526,黑,弟弟,哥哥,热1-2,True,True,高 黑 弟弟,弟弟長得又高又黑。,True,False,high
P09_5800_left,left,5800,问,问,5800,0.0944,所以1-1,腻2-2,明天,7,True,True,问 所以1-1 腻2-2,信心度不足 — 關鍵詞：问 所以1-1 腻2-2,False,True,low
P09_5807_left,left,5807,渴,喜欢,2462,0.2036,渴,父亲,红,伯父,False,True,喜欢 渴 父亲,信心度不足 — 關鍵詞：喜欢 渴 父亲,False,False,low
P09_5855_left,left,5855,红,红,5855,0.1497,父亲,伯父,喜欢,渴,True,True,红 父亲 伯父,信心度不足 — 關鍵詞：红 父亲 伯父,False,True,low
P09_5858_left,left,5858,腹,腹,5858,0.5654,饿,今天,矮,鱼,True,True,腹 饿 今天,我今天肚子餓了。,True,False,high
P09_5894_left,left,5894,车站,车站,5894,0.7801,成功1-1,爱,对不起1-2,答案,True,True,车站 成功1-1 爱,在車站成功相遇後，我們便墜入了愛河。,True,False,high
P09_6056_left,left,6056,没事,小,5471,0.1478,感谢,有,下课,慢1-1,False,False,小 感谢 有,信心度不足 — 關鍵詞：小 感谢 有,False,True,low
P09_6105_left,left,6105,休息,休息,6105,0.8689,学生,书包,新1-1,爷爷,True,True,休息 学生 书包,學生休息時放下了書包。,True,False,high
P09_6149_left,left,6149,厕所,厕所,6149,0.1707,阿姨,白,鼻,可以,True,True,厕所 阿姨 白,信心度不足 — 關鍵詞：厕所 阿姨 白,False,False,low
P09_6195_left,left,6195,香蕉,脚1-1,4073,0.2255,肉,香蕉,面包,和,False,True,脚1-1 肉 香蕉,信心度不足 — 關鍵詞：脚1-1 肉 香蕉,False,False,low
P09_6230_left,left,6230,忧愁,忧愁,6230,0.6712,容易,学习1-1,公司,忘记,True,True,忧愁 容易 学习1-1,憂愁是容易學習的。,True,False,high
P09_6254_left,left,6254,卖,玩1-1,5316,0.3054,卖,鞋,干净,写字,False,True,玩1-1 卖 鞋,他在玩的時候賣掉了鞋子。,True,False,high
P09_6264_left,left,6264,爷爷,妹妹,2598,0.1324,紫,问,如果,睡觉,False,False,妹妹 紫 问,信心度不足 — 關鍵詞：妹妹 紫 问,False,True,low
P09_6307_left,left,6307,下课,因为1-1,5780,0.1071,是,文静,感谢,为什么,False,False,因为1-1 是 文静,信心度不足 — 關鍵詞：因为1-1 是 文静,False,True,low
P09_6343_left,left,6343,黄1-1,父亲,396,0.1829,喜欢,红,渴,伯父,False,False,父亲 喜欢 红,信心度不足 — 關鍵詞：父亲 喜欢 红,False,False,low
P09_6363_left,left,6363,紧张,站,2400,0.2967,紧张,足球,拨,喂,False,True,站 紧张 足球,他站著看足球賽時顯得有些緊張。,True,False,high
P09_6450_left,left,6450,他,2,2694,0.1199,10,3,可以,4,False,False,2 10 3,信心度不足 — 關鍵詞：2 10 3,False,True,low
P09_6488_left,left,6488,教室,大寒,457,0.6948,开朗,大,桌子,担心,False,False,大寒 开朗 大,大寒的性格十分開朗大方。,True,False,high
P09_6526_left,left,6526,参加,朋友,5008,0.0806,爱,足球,帮助,成绩,False,False,朋友 爱 足球,信心度不足 — 關鍵詞：朋友 爱 足球,False,True,low
P09_6532_left,left,6532,足球,喂,2701,0.2158,咖啡,站,紧张,足球,False,True,喂 咖啡 站,信心度不足 — 關鍵詞：喂 咖啡 站,False,False,low
P09_6571_left,left,6571,你们,你们,6571,0.2509,下课,他们,你,是,True,True,你们 下课 他们,你們下課後，他們才來。,True,False,high
P09_6618_left,left,6618,现在,现在,6618,0.2741,身体,高兴,健康,新1-1,True,True,现在 身体 高兴,現在我的身體感到非常高興。,True,False,high
P09_6645_left,left,6645,蓝1-2,老师,1597,0.3986,脏,蓝1-2,赌气,快,False,True,老师 脏 蓝1-2,老師的藍色衣服被弄髒了。,True,False,high
P09_6654_left,left,6654,知道,容易,963,0.0998,爷爷,知道,哥哥,学习1-1,False,True,容易 爷爷 知道,信心度不足 — 關鍵詞：容易 爷爷 知道,False,True,low
